id,funded_amnt,term,int_rate,grade,sub_grade,annual_inc,dti,home_ownership,addr_state,purpose,loan_status,delinq_2yrs,pub_rec,pub_rec_bankruptcies,revol_util,open_acc,total_acc,verification_status,issue_d,social_security_number,ssn,ssnumber,ssnumber1,drivers_license,dl,member_id,emp_title,title,c_desc,zip_code,c_url
89,4591.37, 60 months,15.16%,B,B5,117296.92,18.02,OWN,GA,other,Fully Paid,0,1,1,33.69%,30,39,Verified,Sep-15,100000088,100000088,100000088,900000088,DL500088,DL500088,MEMBER-89,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,838,https://example.com/loan/89
90,6526.3, 36 months,6.32%,D,D2,58436.62,12.14,MORTGAGE,PA,credit_card,Charged Off,3,1,1,57.55%,15,25,Source Verified,Apr-09,100000089,100000089,100000089,900000089,DL500089,DL500089,MEMBER-90,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,127,https://example.com/loan/90
91,32087.14, 60 months,22.2%,D,D2,163470.65,25.11,RENT,OH,medical,Current,0,0,0,84.03%,23,16,Source Verified,Nov-15,100000090,100000090,100000090,900000090,DL500090,DL500090,MEMBER-91,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,506,https://example.com/loan/91
92,27445.67, 36 months,10.25%,F,F3,182710.42,3.68,NONE,GA,home_improvement,Fully Paid,2,3,2,8.68%,27,20,Source Verified,Nov-15,100000091,100000091,100000091,900000091,DL500091,DL500091,MEMBER-92,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,188,https://example.com/loan/92
93,20759.13, 36 months,19.97%,C,C3,198721.66,1.53,MORTGAGE,MI,major_purchase,Current,0,2,0,27.34%,16,30,Verified,Oct-15,100000092,100000092,100000092,900000092,DL500092,DL500092,MEMBER-93,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,960,https://example.com/loan/93
94,14628.52, 60 months,16.78%,F,F3,21908.36,12.72,OWN,NY,educational,Fully Paid,2,0,NA,49.54%,22,39,Source Verified,Nov-13,100000093,100000093,100000093,900000093,DL500093,DL500093,MEMBER-94,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,930,https://example.com/loan/94
95,8989.43, 60 months,5.91%,D,D4,173304.51,23.54,OTHER,GA,car,Fully Paid,4,0,1,93.57%,16,41,Not Verified,Feb-17,100000094,100000094,100000094,900000094,DL500094,DL500094,MEMBER-95,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,357,https://example.com/loan/95
96,1231.76, 60 months,17.07%,A,A2,134192.35,12.38,OTHER,FL,major_purchase,Current,4,2,NA,89.41%,10,11,Source Verified,Sep-12,100000095,100000095,100000095,900000095,DL500095,DL500095,MEMBER-96,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,710,https://example.com/loan/96
97,20555.89, 36 months,16.09%,C,C5,70315.93,28.09,MORTGAGE,NY,major_purchase,Charged Off,3,1,NA,67.39%,19,12,Verified,Aug-15,100000096,100000096,100000096,900000096,DL500096,DL500096,MEMBER-97,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,564,https://example.com/loan/97
98,18049.56, 36 months,20.08%,D,D3,161528.09,1.95,OWN,FL,major_purchase,Fully Paid,0,2,NA,49.28%,10,28,Verified,Sep-08,100000097,100000097,100000097,900000097,DL500097,DL500097,MEMBER-98,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,201,https://example.com/loan/98
99,22402.9, 36 months,8.29%,F,F1,143571.16,18.94,MORTGAGE,CA,small_business,Fully Paid,0,1,NA,83.12%,11,22,Not Verified,Jul-11,100000098,100000098,100000098,900000098,DL500098,DL500098,MEMBER-99,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,207,https://example.com/loan/99
100,22638.07, 36 months,12.75%,G,G1,32533.01,7.47,NONE,PA,house,Current,2,2,NA,2.41%,7,45,Source Verified,Oct-18,100000099,100000099,100000099,900000099,DL500099,DL500099,MEMBER-100,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,832,https://example.com/loan/100
101,34584.12, 60 months,14.55%,G,G3,20634.46,22.91,OTHER,NC,major_purchase,Fully Paid,4,3,2,62.34%,21,60,Source Verified,Aug-18,100000100,100000100,100000100,900000100,DL500100,DL500100,MEMBER-101,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,865,https://example.com/loan/101
102,30499.67, 60 months,8.0%,F,F5,54025.12,12.83,OWN,OH,moving,Current,2,0,1,12.9%,5,40,Not Verified,Apr-16,100000101,100000101,100000101,900000101,DL500101,DL500101,MEMBER-102,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,470,https://example.com/loan/102
103,28874.88, 36 months,17.2%,G,G1,130702.69,20.45,NONE,OH,credit_card,Fully Paid,1,0,1,35.08%,24,18,Not Verified,Oct-10,100000102,100000102,100000102,900000102,DL500102,DL500102,MEMBER-103,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,210,https://example.com/loan/103
104,4105.41, 36 months,23.51%,B,B2,176310.46,16.98,OTHER,NY,small_business,Fully Paid,2,1,1,57.19%,18,48,Verified,Apr-12,100000103,100000103,100000103,900000103,DL500103,DL500103,MEMBER-104,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,706,https://example.com/loan/104
105,18296.15, 60 months,8.22%,D,D2,132055.56,8.98,NONE,NC,home_improvement,Fully Paid,4,3,0,31.6%,4,26,Not Verified,Dec-09,100000104,100000104,100000104,900000104,DL500104,DL500104,MEMBER-105,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,618,https://example.com/loan/105
106,14372.53, 60 months,14.69%,G,G5,185306.04,5.91,NONE,NC,vacation,Charged Off,3,3,1,64.83%,11,36,Source Verified,Jul-12,100000105,100000105,100000105,900000105,DL500105,DL500105,MEMBER-106,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,594,https://example.com/loan/106
107,14418.25, 36 months,21.52%,C,C5,78277.79,28.34,MORTGAGE,FL,vacation,Fully Paid,2,1,2,53.03%,10,23,Verified,Jul-10,100000106,100000106,100000106,900000106,DL500106,DL500106,MEMBER-107,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,499,https://example.com/loan/107
108,12005.64, 60 months,9.23%,F,F2,127089.56,15.11,OTHER,PA,credit_card,Fully Paid,3,2,NA,64.8%,19,28,Not Verified,Jul-15,100000107,100000107,100000107,900000107,DL500107,DL500107,MEMBER-108,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,937,https://example.com/loan/108
109,7719.33, 60 months,8.99%,C,C3,165017.71,17.12,NONE,PA,medical,Fully Paid,1,2,2,12.59%,30,2,Not Verified,Mar-14,100000108,100000108,100000108,900000108,DL500108,DL500108,MEMBER-109,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,482,https://example.com/loan/109
110,549.43, 36 months,15.71%,E,E1,129545.53,23.18,RENT,PA,wedding,Charged Off,4,2,NA,45.07%,19,28,Source Verified,Oct-08,100000109,100000109,100000109,900000109,DL500109,DL500109,MEMBER-110,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,455,https://example.com/loan/110
111,1683.03, 36 months,9.16%,D,D5,26245.33,20.27,OTHER,FL,educational,Current,2,3,NA,97.81%,7,24,Source Verified,Oct-10,100000110,100000110,100000110,900000110,DL500110,DL500110,MEMBER-111,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,718,https://example.com/loan/111
112,4244.69, 60 months,8.64%,F,F5,34290.09,27.33,NONE,TX,renewable_energy,Fully Paid,1,1,NA,17.35%,3,38,Verified,Apr-17,100000111,100000111,100000111,900000111,DL500111,DL500111,MEMBER-112,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,146,https://example.com/loan/112
113,13416.37, 36 months,6.36%,E,E1,154438.52,27.25,OTHER,PA,debt_consolidation,Current,1,3,NA,93.43%,11,47,Source Verified,Jun-12,100000112,100000112,100000112,900000112,DL500112,DL500112,MEMBER-113,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,373,https://example.com/loan/113
114,6063.35, 60 months,18.24%,F,F5,86778.56,17.61,NONE,MI,major_purchase,Fully Paid,0,1,0,2.37%,27,7,Source Verified,Mar-14,100000113,100000113,100000113,900000113,DL500113,DL500113,MEMBER-114,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,683,https://example.com/loan/114
115,20807.52, 60 months,9.19%,G,G2,94834.91,10.0,OTHER,CA,car,Current,3,0,NA,21.62%,22,39,Source Verified,Feb-14,100000114,100000114,100000114,900000114,DL500114,DL500114,MEMBER-115,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,961,https://example.com/loan/115
116,13047.82, 60 months,22.13%,F,F5,75434.93,28.95,OTHER,GA,moving,Charged Off,0,0,0,19.93%,10,10,Source Verified,Mar-16,100000115,100000115,100000115,900000115,DL500115,DL500115,MEMBER-116,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,378,https://example.com/loan/116
117,11072.73, 60 months,16.93%,C,C5,139376.49,24.15,MORTGAGE,IL,medical,Current,2,2,2,67.71%,25,49,Verified,Sep-12,100000116,100000116,100000116,900000116,DL500116,DL500116,MEMBER-117,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,352,https://example.com/loan/117
118,26170.48, 36 months,10.9%,F,F4,91138.61,5.79,OWN,IL,other,Fully Paid,4,2,0,22.18%,24,29,Source Verified,Aug-09,100000117,100000117,100000117,900000117,DL500117,DL500117,MEMBER-118,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,100,https://example.com/loan/118
119,25830.91, 36 months,23.02%,G,G1,98317.13,27.29,OWN,IL,moving,Charged Off,3,2,0,37.7%,26,18,Source Verified,May-16,100000118,100000118,100000118,900000118,DL500118,DL500118,MEMBER-119,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,186,https://example.com/loan/119
120,33443.97, 36 months,24.13%,A,A5,41217.07,24.5,RENT,IL,wedding,Fully Paid,0,2,NA,51.06%,30,24,Not Verified,Oct-09,100000119,100000119,100000119,900000119,DL500119,DL500119,MEMBER-120,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,537,https://example.com/loan/120
121,14369.36, 60 months,22.48%,C,C3,186252.0,9.54,OTHER,CA,car,Fully Paid,3,2,NA,81.7%,13,14,Source Verified,Jun-13,100000120,100000120,100000120,900000120,DL500120,DL500120,MEMBER-121,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,449,https://example.com/loan/121
122,25033.46, 60 months,23.89%,B,B2,52666.84,26.42,MORTGAGE,GA,house,Charged Off,2,3,2,1.98%,28,38,Source Verified,Sep-09,100000121,100000121,100000121,900000121,DL500121,DL500121,MEMBER-122,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,726,https://example.com/loan/122
123,13273.0, 60 months,10.54%,G,G1,183559.43,12.14,RENT,PA,house,Charged Off,4,3,NA,84.51%,6,58,Source Verified,Oct-18,100000122,100000122,100000122,900000122,DL500122,DL500122,MEMBER-123,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,649,https://example.com/loan/123
124,9821.15, 36 months,9.06%,A,A4,162291.02,17.11,MORTGAGE,FL,credit_card,Fully Paid,3,2,1,63.69%,18,57,Verified,Jan-15,100000123,100000123,100000123,900000123,DL500123,DL500123,MEMBER-124,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,812,https://example.com/loan/124
125,3246.15, 36 months,7.03%,C,C5,80011.9,18.29,MORTGAGE,TX,moving,Charged Off,0,2,0,55.08%,23,38,Source Verified,Feb-10,100000124,100000124,100000124,900000124,DL500124,DL500124,MEMBER-125,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,848,https://example.com/loan/125
126,21503.48, 60 months,12.74%,B,B3,120242.07,15.22,NONE,FL,vacation,Fully Paid,2,1,2,2.1%,25,7,Not Verified,Aug-13,100000125,100000125,100000125,900000125,DL500125,DL500125,MEMBER-126,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,748,https://example.com/loan/126
127,18396.72, 36 months,20.35%,F,F4,194620.12,17.69,MORTGAGE,MI,credit_card,Fully Paid,1,2,2,9.79%,30,48,Verified,Jul-16,100000126,100000126,100000126,900000126,DL500126,DL500126,MEMBER-127,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,634,https://example.com/loan/127
128,823.68, 36 months,15.83%,F,F3,84545.27,15.48,OWN,MI,medical,Fully Paid,4,2,NA,1.0%,20,45,Not Verified,Apr-12,100000127,100000127,100000127,900000127,DL500127,DL500127,MEMBER-128,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,673,https://example.com/loan/128
129,1941.19, 60 months,15.58%,G,G2,103119.21,13.33,RENT,OH,vacation,Current,4,0,1,37.08%,29,55,Not Verified,Nov-09,100000128,100000128,100000128,900000128,DL500128,DL500128,MEMBER-129,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,673,https://example.com/loan/129
130,1957.64, 36 months,18.58%,A,A1,160536.92,2.49,OTHER,GA,home_improvement,Current,0,0,2,87.5%,10,26,Verified,Apr-12,100000129,100000129,100000129,900000129,DL500129,DL500129,MEMBER-130,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,618,https://example.com/loan/130
131,12573.96, 60 months,14.76%,D,D2,123064.6,7.75,NONE,CA,debt_consolidation,Current,0,3,NA,18.86%,14,27,Verified,Oct-09,100000130,100000130,100000130,900000130,DL500130,DL500130,MEMBER-131,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,463,https://example.com/loan/131
132,18206.66, 36 months,8.53%,A,A5,23781.71,28.93,MORTGAGE,NC,debt_consolidation,Fully Paid,2,1,2,33.46%,20,32,Not Verified,Aug-14,100000131,100000131,100000131,900000131,DL500131,DL500131,MEMBER-132,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,642,https://example.com/loan/132
133,9395.02, 60 months,18.57%,E,E4,171160.39,12.72,OTHER,IL,moving,Fully Paid,0,2,0,85.11%,27,23,Source Verified,May-18,100000132,100000132,100000132,900000132,DL500132,DL500132,MEMBER-133,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,996,https://example.com/loan/133
134,5098.79, 36 months,8.29%,F,F3,160579.08,23.71,OWN,MI,medical,Fully Paid,1,0,0,46.94%,17,8,Verified,Aug-14,100000133,100000133,100000133,900000133,DL500133,DL500133,MEMBER-134,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,115,https://example.com/loan/134
135,9250.94, 36 months,8.18%,B,B4,139262.3,23.3,OWN,TX,car,Charged Off,2,2,NA,71.93%,11,21,Source Verified,Mar-11,100000134,100000134,100000134,900000134,DL500134,DL500134,MEMBER-135,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,398,https://example.com/loan/135
136,15398.69, 36 months,5.97%,F,F3,37010.76,11.49,NONE,CA,vacation,Charged Off,2,2,0,26.66%,3,54,Not Verified,Nov-13,100000135,100000135,100000135,900000135,DL500135,DL500135,MEMBER-136,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,387,https://example.com/loan/136
137,8846.76, 60 months,20.73%,E,E1,162721.86,11.01,OWN,MI,renewable_energy,Fully Paid,3,3,2,6.93%,8,48,Not Verified,Apr-15,100000136,100000136,100000136,900000136,DL500136,DL500136,MEMBER-137,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,231,https://example.com/loan/137
138,28571.96, 36 months,10.79%,D,D1,81953.1,2.73,RENT,MI,medical,Fully Paid,1,1,0,91.04%,10,35,Verified,Nov-10,100000137,100000137,100000137,900000137,DL500137,DL500137,MEMBER-138,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,895,https://example.com/loan/138
139,6142.22, 60 months,9.83%,B,B3,123661.49,27.93,MORTGAGE,GA,other,Current,2,1,1,25.27%,13,31,Source Verified,Oct-11,100000138,100000138,100000138,900000138,DL500138,DL500138,MEMBER-139,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,277,https://example.com/loan/139
140,14510.58, 60 months,23.9%,F,F4,133347.98,6.23,NONE,IL,wedding,Fully Paid,2,0,NA,65.69%,27,11,Source Verified,Dec-10,100000139,100000139,100000139,900000139,DL500139,DL500139,MEMBER-140,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,674,https://example.com/loan/140
141,13786.87, 60 months,15.17%,A,A2,159409.63,22.01,NONE,NY,credit_card,Fully Paid,0,3,1,60.48%,18,41,Not Verified,Oct-13,100000140,100000140,100000140,900000140,DL500140,DL500140,MEMBER-141,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,588,https://example.com/loan/141
142,6534.06, 36 months,14.87%,C,C2,23178.88,21.46,MORTGAGE,PA,small_business,Fully Paid,4,0,2,36.72%,6,51,Not Verified,Aug-09,100000141,100000141,100000141,900000141,DL500141,DL500141,MEMBER-142,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,213,https://example.com/loan/142
143,15478.83, 36 months,24.01%,C,C4,61951.76,5.69,RENT,NC,house,Fully Paid,1,1,0,84.54%,28,24,Verified,Apr-12,100000142,100000142,100000142,900000142,DL500142,DL500142,MEMBER-143,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,894,https://example.com/loan/143
144,4659.03, 60 months,23.3%,E,E1,113805.48,22.93,OTHER,NY,credit_card,Current,1,2,0,27.59%,26,58,Verified,Jun-14,100000143,100000143,100000143,900000143,DL500143,DL500143,MEMBER-144,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,322,https://example.com/loan/144
145,16517.96, 60 months,19.18%,B,B3,197442.52,11.81,NONE,GA,moving,Current,4,1,NA,50.78%,25,2,Source Verified,Nov-11,100000144,100000144,100000144,900000144,DL500144,DL500144,MEMBER-145,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,703,https://example.com/loan/145
146,12906.19, 60 months,23.68%,D,D5,20578.17,4.13,MORTGAGE,TX,major_purchase,Fully Paid,3,0,NA,33.58%,29,40,Not Verified,Nov-16,100000145,100000145,100000145,900000145,DL500145,DL500145,MEMBER-146,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,210,https://example.com/loan/146
